Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type,Casualty_IMD_Decile
2015983123615,1,5,2,2,61,9,3,0,0,0,4,0,11,3,-1
2015983123615,1,6,2,2,58,9,3,0,0,0,4,0,11,2,-1
2015983123615,1,7,2,1,29,6,3,0,0,0,4,0,11,2,-1
2015983123615,1,8,2,1,46,8,3,0,0,0,4,0,11,1,-1
2015983123615,2,2,1,1,65,9,3,0,0,0,0,0,9,1,-1
2015983123815,1,1,1,1,20,4,3,0,0,0,0,0,9,3,-1
2015983123815,1,2,2,2,18,4,3,0,0,1,0,0,9,1,-1
2015983125415,2,1,1,2,67,10,3,0,0,0,0,0,9,3,4
2015983125415,2,2,2,1,68,10,3,0,0,1,0,0,9,3,4
2015983126215,1,1,1,1,26,6,3,0,0,0,0,0,9,1,-1
2015983126415,1,1,1,1,43,7,3,0,0,0,0,0,3,3,-1
2015983127015,1,1,3,1,51,8,3,5,1,0,0,0,0,-1,-1
2015983127115,2,1,1,1,52,8,3,0,0,0,0,0,1,3,-1
2015983127315,2,1,1,2,14,3,3,0,0,0,0,0,16,1,-1
2015983127515,1,1,1,2,18,4,3,0,0,0,0,0,9,3,-1
2015983127815,1,1,1,1,66,10,2,0,0,0,0,0,5,1,-1
2015983128215,1,1,1,1,21,5,3,0,0,0,0,0,9,1,-1
2015983128615,1,1,1,2,36,7,3,0,0,0,0,0,9,3,-1
2015983128615,1,2,2,2,17,4,3,0,0,1,0,0,9,3,-1
2015983129015,1,1,1,1,57,9,3,0,0,0,0,0,9,3,-1
2015983129015,2,2,1,2,30,6,2,0,0,0,0,0,9,2,-1
2015983129015,2,3,2,2,30,6,2,0,0,1,0,0,9,2,-1
2015983129015,2,4,2,1,7,2,3,0,0,2,0,0,9,2,-1
2015983129015,2,5,2,2,10,2,3,0,0,2,0,0,9,2,-1
2015983129515,1,1,3,1,6,2,2,5,2,0,0,0,0,1,-1
2015983129815,2,1,1,2,62,9,2,0,0,0,0,0,9,3,-1
2015983130515,1,1,1,1,39,7,3,0,0,0,0,0,9,3,-1
2015983130715,1,1,3,1,41,7,3,5,1,0,0,0,0,1,-1
2015983131015,1,1,1,1,33,6,3,0,0,0,0,0,9,3,-1
2015983132515,1,1,3,1,44,7,3,9,6,0,0,0,0,3,-1
2015983132615,2,1,1,1,16,4,2,0,0,0,0,0,2,3,-1
2015983132815,2,1,2,2,76,11,3,0,0,1,0,0,9,1,-1
2015983133615,1,1,1,2,27,6,3,0,0,0,0,0,9,3,-1
2015983133715,2,1,1,2,37,7,3,0,0,0,0,0,9,1,-1
2015983133715,2,2,2,2,13,3,3,0,0,2,0,0,9,1,-1
2015983133715,2,3,2,2,10,2,3,0,0,2,0,0,9,1,-1
2015983134015,1,1,1,1,77,11,3,0,0,0,0,0,9,2,-1
2015983134415,1,1,1,1,29,6,3,0,0,0,0,0,19,1,3
2015983134415,1,2,2,2,32,6,3,0,0,1,0,0,19,1,3
2015983134415,1,3,2,1,9,2,3,0,0,1,0,0,19,1,3
2015983134415,2,4,1,2,69,10,3,0,0,0,0,0,9,2,8
2015983134415,2,5,2,2,34,6,3,0,0,1,0,0,9,1,8
2015983134515,1,1,1,1,35,6,3,0,0,0,0,0,9,3,-1
2015983134515,2,2,1,2,54,8,3,0,0,0,0,0,9,3,-1
2015983134515,2,3,2,2,33,6,3,0,0,1,0,0,9,3,-1
2015983134815,1,1,1,2,21,5,3,0,0,0,0,0,9,1,-1
2015983135615,1,1,1,1,59,9,2,0,0,0,0,0,1,2,-1
2015983135815,1,1,2,1,23,5,3,0,0,1,0,0,9,2,-1
2015983136515,1,1,3,2,19,4,3,5,2,0,0,0,0,1,-1
2015983136615,2,1,1,1,43,7,3,0,0,0,0,0,9,1,9
2015983136615,2,2,2,1,51,8,3,0,0,1,0,0,9,1,10
2015983136615,2,3,2,2,29,6,3,0,0,2,0,0,9,1,7
2015983137415,1,1,1,1,36,7,3,0,0,0,0,0,9,2,-1
2015983137615,2,1,1,2,58,9,3,0,0,0,0,0,9,3,-1
2015983137715,1,1,1,2,31,6,3,0,0,0,0,0,9,1,-1
2015983137715,2,2,2,1,12,3,3,0,0,2,0,0,9,3,-1
2015983137715,2,3,2,1,9,2,3,0,0,2,0,0,9,3,-1
2015983138815,1,1,1,1,46,8,2,0,0,0,0,0,9,3,-1
2015983138815,2,2,1,1,39,7,3,0,0,0,0,0,11,1,-1
2015983140015,1,1,3,2,39,7,3,6,9,0,0,0,0,1,-1
2015983140515,1,1,1,1,22,5,3,0,0,0,0,0,9,3,-1
2015983140515,1,2,2,1,20,4,3,0,0,1,0,0,9,1,-1
2015983141015,1,1,1,2,45,7,3,0,0,0,0,0,9,3,-1
2015983141015,1,2,2,2,16,4,3,0,0,1,0,0,9,3,-1
2015983141115,1,1,2,2,54,8,3,0,0,1,0,0,9,3,-1
2015983141215,1,1,3,1,11,3,3,5,4,0,0,0,0,2,-1
2015983141415,1,1,2,2,41,7,3,0,0,1,0,0,19,2,-1
2015983141415,2,2,1,2,35,6,3,0,0,0,0,0,9,1,-1
2015983141715,1,1,1,2,36,7,3,0,0,0,0,0,9,2,-1
2015983142615,2,1,1,1,23,5,3,0,0,0,0,0,9,3,-1
2015983143615,2,1,1,1,36,7,3,0,0,0,0,0,1,1,-1
2015983144115,1,1,1,1,60,9,3,0,0,0,0,0,9,2,-1
2015983144215,1,1,1,2,23,5,3,0,0,0,0,0,9,2,-1
2015983144415,2,1,1,1,56,9,3,0,0,0,0,0,1,3,-1
2015983144515,2,1,1,2,20,4,3,0,0,0,0,0,9,2,-1
2015983144615,1,1,1,2,62,9,3,0,0,0,0,0,9,2,-1
2015983144815,2,1,1,2,51,8,3,0,0,0,0,0,9,3,5
2015983146615,1,1,2,2,17,4,3,0,0,1,0,0,9,2,-1
2015983146615,1,2,1,1,19,4,3,0,0,0,0,0,9,3,-1
2015984100715,1,1,1,1,18,4,2,0,0,0,0,0,9,3,-1
2015984100715,1,2,2,1,17,4,2,0,0,1,0,0,9,2,-1
2015984100715,2,3,1,2,19,4,2,0,0,0,0,0,9,3,-1
2015984100715,2,4,2,1,24,5,2,0,0,1,0,0,9,1,3
2015984102515,1,1,1,2,25,5,3,0,0,0,0,0,9,1,-1
2015984102515,4,2,2,2,66,10,3,0,0,1,0,0,9,-1,-1
2015984102615,1,1,1,1,17,4,3,0,0,0,0,0,9,3,-1
2015984102615,1,2,2,1,16,4,3,0,0,1,0,0,9,3,-1
2015984103115,1,1,3,1,40,7,3,8,2,0,0,0,0,3,-1
2015984103215,2,1,1,1,62,9,3,0,0,0,0,0,19,1,2
2015984104015,1,1,1,1,76,11,3,0,0,0,0,0,9,3,-1
2015984104715,1,1,2,2,18,4,3,0,0,1,0,0,9,3,-1
2015984104815,1,1,1,2,24,5,3,0,0,0,0,0,19,3,9
2015984104815,2,2,1,2,44,7,3,0,0,0,0,0,9,3,-1
2015984105015,1,1,1,1,68,10,2,0,0,0,0,0,21,1,3
2015984106115,1,1,2,1,31,6,3,0,0,1,0,0,19,1,-1
2015984106415,1,1,1,2,60,9,3,0,0,0,0,0,9,1,-1
2015984106615,1,1,1,1,66,10,2,0,0,0,0,0,9,1,5
2015984107115,1,1,1,1,48,8,3,0,0,0,0,0,9,1,-1
2015984107215,1,1,1,1,48,8,2,0,0,0,0,0,9,1,7
2015984107915,1,1,1,2,18,4,3,0,0,0,0,0,9,3,-1
2015984107915,1,2,2,1,24,5,3,0,0,1,0,0,9,1,-1
2015984108715,1,1,1,1,21,5,3,0,0,0,0,0,9,1,-1
2015984109015,2,1,1,2,33,6,3,0,0,0,0,0,1,2,-1
2015984109615,1,1,1,2,48,8,2,0,0,0,0,0,3,3,-1
2015984109715,1,1,2,2,67,10,1,0,0,1,0,0,20,3,-1
2015984109715,1,2,2,2,42,7,2,0,0,1,0,0,20,3,-1
2015984110215,1,1,2,2,18,4,3,0,0,1,0,0,9,3,-1
2015984111215,1,1,2,1,23,5,3,0,0,1,0,0,9,3,-1
2015984111615,1,1,2,2,39,7,3,0,0,1,0,0,9,1,9
2015984112815,1,1,2,2,60,9,3,0,0,1,0,0,9,3,-1
2015984113015,1,1,1,1,28,6,1,0,0,0,0,0,9,2,8
2015984113715,2,1,1,1,56,9,2,0,0,0,0,0,5,1,-1
2015984114115,1,1,3,2,10,2,3,10,3,0,0,0,0,2,-1
2015984114315,1,1,1,2,20,4,3,0,0,0,0,0,19,-1,-1
2015984114715,1,1,1,2,58,9,3,0,0,0,0,0,9,3,-1
2015984115415,2,1,1,1,23,5,3,0,0,0,0,0,19,3,-1
2015984115615,1,1,1,1,31,6,3,0,0,0,0,0,9,3,-1
2015984115615,1,2,2,1,33,6,3,0,0,1,0,0,9,2,-1
2015984115915,1,1,1,1,20,4,3,0,0,0,0,0,9,1,3
2015984116215,1,1,1,1,45,7,3,0,0,0,0,0,9,3,-1
2015984116915,1,1,3,1,9,2,3,5,3,0,0,0,0,3,-1
2015984117315,2,1,1,1,55,8,3,0,0,0,0,0,1,3,-1
2015984117915,1,1,1,1,40,7,3,0,0,0,0,0,9,1,-1
2015984117915,2,2,1,1,31,6,3,0,0,0,0,0,9,1,-1
2015984117915,2,3,2,2,34,6,3,0,0,1,0,0,9,1,-1
2015984118215,1,1,1,1,75,10,2,0,0,0,0,0,9,3,-1
2015984118715,1,1,1,2,48,8,3,0,0,0,0,0,9,1,9
2015984118815,1,1,3,1,10,2,3,5,1,0,0,0,0,3,-1
2015984118915,1,1,1,1,19,4,3,0,0,0,0,0,9,1,10
2015984119015,2,1,1,2,41,7,2,0,0,0,0,0,1,2,-1
2015984120415,1,1,2,2,18,4,3,0,0,1,0,0,9,1,4
2015984120515,1,1,3,1,9,2,3,5,4,0,0,0,0,2,-1
2015984120715,1,1,1,1,19,4,2,0,0,0,0,0,9,1,-1
2015984120915,1,1,1,1,53,8,2,0,0,0,0,0,5,1,4
2015984121415,1,1,1,2,20,4,3,0,0,0,0,0,9,3,-1
2015984121415,1,2,2,2,18,4,3,0,0,1,0,0,9,3,-1
2015984122215,1,1,1,1,12,3,3,0,0,0,0,0,1,2,-1
2015984122415,1,1,1,2,19,4,3,0,0,0,0,0,9,3,-1
2015984122415,1,3,2,1,19,4,3,0,0,1,0,0,9,1,-1
2015984122415,2,2,1,1,53,8,3,0,0,0,0,0,9,2,3
2015984122415,2,4,2,1,23,5,3,0,0,1,0,0,9,1,1
2015984122515,2,1,1,1,52,8,3,0,0,0,0,0,5,2,-1
2015984123315,1,1,1,1,32,6,2,0,0,0,0,0,5,1,-1
2015984123415,1,1,2,2,65,9,2,0,0,0,0,0,5,-1,-1
2015984123615,1,1,1,1,40,7,3,0,0,0,0,0,9,3,-1
2015984124215,3,1,1,2,61,9,3,0,0,0,0,0,9,3,-1
2015984124815,1,1,1,1,29,6,3,0,0,0,0,0,9,1,-1
2015984125115,1,1,1,1,33,6,2,0,0,0,0,0,19,1,-1
2015984125115,1,2,2,1,52,8,1,0,0,1,0,0,19,1,-1
2015984125315,1,1,1,2,48,8,1,0,0,0,0,0,9,1,-1
2015984125315,1,2,2,2,43,7,3,0,0,1,0,0,9,3,-1
2015984125315,1,3,2,2,70,10,2,0,0,2,0,0,9,-1,-1
2015984125315,1,4,2,2,21,5,3,0,0,2,0,0,9,1,-1
2015984125315,1,5,2,1,12,3,2,0,0,2,0,0,9,1,-1
2015984125515,1,1,1,1,27,6,2,0,0,0,0,0,4,1,-1
2015984125815,1,1,1,1,77,11,3,0,0,0,0,0,9,3,-1
2015984126115,1,1,1,2,24,5,3,0,0,0,0,0,9,2,-1
2015984126115,2,2,1,1,68,10,3,0,0,0,0,0,9,1,10
2015984126215,2,1,1,1,46,8,3,0,0,0,0,0,9,1,-1
2015984126215,2,2,2,2,54,8,3,0,0,1,0,0,9,1,-1
2015984126815,1,1,1,1,23,5,3,0,0,0,0,0,9,3,-1
2015984126815,2,2,1,2,59,9,3,0,0,0,0,0,9,1,-1
2015984126915,1,1,2,2,44,7,3,0,0,1,0,0,9,1,9
2015984126915,2,2,2,2,9,2,3,0,0,2,0,0,9,1,4
2015984126915,2,3,2,2,9,2,3,0,0,2,0,0,9,1,4
2015984127315,1,1,1,1,44,7,3,0,0,0,0,0,2,2,-1
2015984127515,2,1,1,1,9,2,3,0,0,0,0,0,1,2,-1
2015984127615,1,1,1,1,48,8,3,0,0,0,0,0,9,1,6
2015984128215,1,1,1,1,21,5,1,0,0,0,0,0,9,1,2
2015984128215,1,2,2,1,22,5,1,0,0,1,0,0,9,1,1
2015984128515,1,1,1,1,50,8,2,0,0,0,0,0,5,1,-1
2015984129115,2,1,1,1,51,8,3,0,0,0,0,0,21,2,-1
2015984129715,2,1,1,2,47,8,3,0,0,0,0,0,9,3,-1
2015984130315,2,1,1,1,16,4,3,0,0,0,0,0,1,3,-1
2015984130815,1,1,1,1,60,9,2,0,0,0,0,0,5,3,-1
2015984131215,1,1,1,1,28,6,3,0,0,0,0,0,21,-1,-1
2015984132215,1,1,3,2,19,4,3,5,3,0,0,0,0,1,1
2015984132315,1,1,1,1,-1,-1,3,0,0,0,0,0,9,-1,-1
2015984132315,2,2,1,2,55,8,3,0,0,0,0,0,9,3,-1
2015984132815,1,1,1,1,34,6,2,0,0,0,0,0,9,-1,-1
2015984133015,1,1,1,1,27,6,3,0,0,0,0,0,3,3,-1
2015984133115,1,1,1,2,20,4,3,0,0,0,0,0,9,3,-1
2015984133815,1,1,1,2,72,10,2,0,0,0,0,0,9,2,-1
2015984133815,2,2,1,1,61,9,3,0,0,0,0,0,10,2,-1
2015984133815,2,3,2,2,17,4,2,0,0,1,0,0,10,3,-1
2015984133815,2,4,2,2,17,4,2,0,0,2,0,0,10,2,-1
2015984134815,1,1,1,1,25,5,3,0,0,0,0,0,3,3,-1
2015984135815,2,1,1,1,56,9,3,0,0,0,0,0,1,3,-1
2015984136815,1,1,3,2,13,3,3,8,1,0,0,0,0,3,-1
2015984136815,1,2,3,2,13,3,3,8,1,0,0,0,0,3,-1
2015984137515,2,1,1,1,62,9,3,0,0,0,0,0,9,2,-1
2015984137615,2,1,1,1,46,8,3,0,0,0,0,0,8,2,-1
2015984139015,1,1,1,1,23,5,3,0,0,0,0,0,3,2,-1
2015984139115,1,1,1,1,38,7,3,0,0,0,0,0,19,2,6
2015984139715,2,1,1,2,24,5,3,0,0,0,0,0,9,3,-1
2015984140215,1,1,1,1,22,5,3,0,0,0,0,0,9,-1,-1
2015984140215,1,2,2,1,31,6,2,0,0,2,0,0,9,-1,-1
2015984140215,1,3,2,1,24,5,3,0,0,1,0,0,9,-1,-1
2015984140215,1,4,2,1,25,5,2,0,0,2,0,0,9,-1,-1
2015984140515,1,1,1,2,75,10,3,0,0,0,0,0,9,3,-1
2015984140515,2,2,1,1,20,4,3,0,0,0,0,0,9,1,6
2015984140515,2,3,2,2,17,4,3,0,0,2,0,0,9,1,6
2015984141415,5,5,1,1,36,7,3,0,0,0,0,0,9,1,-1
2015984141415,5,6,2,2,30,6,3,0,0,1,0,0,9,1,-1
2015984141415,5,7,2,2,0,1,3,0,0,2,0,0,9,1,-1
2015984141415,7,4,1,1,25,5,3,0,0,0,0,0,9,1,2
2015984141415,10,3,1,1,19,4,3,0,0,0,0,0,9,2,5
2015984141415,12,2,1,1,29,6,3,0,0,0,0,0,9,3,-1
2015984141415,13,1,1,2,17,4,3,0,0,0,0,0,9,1,4
201501BS70001,1,1,3,2,41,7,3,5,1,0,0,2,0,-1,-1
201501BS70002,1,1,3,1,24,5,3,9,9,0,0,2,0,1,3
201501BS70004,1,1,3,2,33,6,3,1,3,0,0,2,0,1,6
201501BS70005,1,1,3,2,9,2,3,5,1,0,0,2,0,1,2
201501BS70008,1,1,1,1,48,8,2,0,0,0,0,0,1,1,3
201501BS70009,1,1,1,1,37,7,3,0,0,0,0,0,3,1,5
201501BS70010,2,1,1,1,37,7,3,0,0,0,0,0,1,1,8
201501BS70011,1,1,1,2,85,11,3,0,0,0,0,0,9,1,10
201501BS70012,2,1,1,1,61,9,3,0,0,0,0,0,5,1,2
201501BS70013,1,1,1,1,41,7,3,0,0,0,0,0,8,1,3
201501BS70013,2,2,1,1,46,8,3,0,0,0,0,0,8,1,3
201501BS70014,1,1,1,1,30,6,3,0,0,0,0,0,9,1,3
201501BS70015,1,1,1,1,39,7,3,0,0,0,0,0,1,1,8
201501BS70015,1,2,3,1,26,6,3,4,1,0,0,2,0,1,7
201501BS70016,2,1,1,1,31,6,3,0,0,0,0,0,1,1,2
201501BS70017,1,1,3,1,25,5,3,5,1,0,0,2,0,1,2
201501BS70018,1,1,3,2,59,9,3,6,9,0,0,2,0,1,6
201501BS70019,1,1,2,1,87,11,3,0,0,0,3,0,11,1,4
201501BS70020,2,1,1,1,41,7,3,0,0,0,0,0,1,1,2
201501BS70022,1,1,1,1,29,6,3,0,0,0,0,0,4,1,3
201501BS70023,1,1,3,1,36,7,3,9,5,0,0,2,0,1,2
201501BS70024,1,1,1,1,43,7,3,0,0,0,0,0,5,-1,-1
201501BS70026,1,1,3,1,58,9,2,4,1,0,0,2,0,1,6
201501BS70027,1,1,3,2,55,8,3,1,1,0,0,2,0,1,3
201501BS70029,1,1,1,1,47,8,3,0,0,0,0,0,1,1,8
201501BS70030,1,1,1,1,58,9,3,0,0,0,0,0,19,1,8
201501BS70030,2,2,1,2,23,5,3,0,0,0,0,0,9,1,2
201501BS70033,1,1,1,1,35,6,3,0,0,0,0,0,8,1,2
201501BS70033,2,2,1,1,41,7,3,0,0,0,0,0,8,1,10
201501BS70034,1,1,3,2,52,8,3,1,1,0,0,2,0,1,4
201501BS70035,1,1,3,2,28,6,3,1,1,0,0,2,0,1,2
201501BS70036,1,1,2,1,12,3,3,0,0,0,3,0,11,1,3
201501BS70037,2,1,2,2,53,8,3,0,0,1,0,0,9,1,8
201501BS70038,1,1,3,2,20,4,3,5,1,0,0,2,0,1,8
201501BS70039,1,1,1,1,29,6,3,0,0,0,0,0,8,1,6
201501BS70040,1,1,3,2,61,9,3,1,1,0,0,2,0,-1,-1
201501BS70042,1,1,2,1,47,8,3,0,0,0,4,0,11,1,1
201501BS70043,1,1,1,2,28,6,2,0,0,0,0,0,1,1,9
201501BS70044,1,1,1,1,41,7,3,0,0,0,0,0,3,1,1
201501BS70045,1,1,1,1,42,7,3,0,0,0,0,0,5,1,10
201501BS70046,1,1,1,1,25,5,3,0,0,0,0,0,9,1,2
201501BS70046,2,2,1,1,31,6,3,0,0,0,0,0,19,1,7
201501BS70046,2,3,2,1,33,6,3,0,0,0,0,0,19,-1,-1
201501BS70047,1,1,3,1,28,6,3,9,9,0,0,2,0,-1,-1
201501BS70048,1,1,1,1,52,8,3,0,0,0,0,0,2,1,6
201501BS70049,1,1,3,2,21,5,2,5,1,0,0,2,0,1,3
201501BS70050,2,1,1,1,37,7,3,0,0,0,0,0,3,1,2
201501BS70051,1,1,1,1,22,5,3,0,0,0,0,0,2,1,5
201501BS70052,1,1,1,1,35,6,3,0,0,0,0,0,1,1,2
201501BS70053,2,1,1,1,18,4,3,0,0,0,0,0,3,-1,-1
201501BS70055,1,1,2,2,20,4,3,0,0,1,0,0,9,-1,-1
201501BS70056,2,1,1,1,42,7,3,0,0,0,0,0,1,1,3
201501BS70057,2,1,1,1,29,6,3,0,0,0,0,0,3,1,6
201501BS70058,1,1,2,2,26,6,3,0,0,0,3,0,11,1,8
201501BS70060,2,1,1,1,25,5,3,0,0,0,0,0,1,1,3
201501BS70061,1,1,1,1,56,9,3,0,0,0,0,0,1,1,5
201501BS70062,1,1,3,1,36,7,2,5,1,0,0,2,0,1,9
201501BS70065,2,1,1,1,36,7,3,0,0,0,0,0,3,1,3
201501BS70066,1,1,1,1,25,5,3,0,0,0,0,0,3,1,4
201501BS70066,2,2,1,1,43,7,3,0,0,0,0,0,5,1,3
201501BS70067,2,1,1,1,34,6,3,0,0,0,0,0,3,1,4
201501BS70068,1,1,3,2,29,6,3,5,1,0,0,2,0,1,5
201501BS70069,1,1,3,1,-1,-1,3,5,2,0,0,2,0,-1,-1
201501BS70070,1,1,1,1,27,6,3,0,0,0,0,0,9,-1,-1
201501BS70071,1,1,1,2,27,6,3,0,0,0,0,0,1,1,2
201501BS70072,1,1,1,1,39,7,3,0,0,0,0,0,8,1,10
201501BS70072,3,2,1,1,45,7,3,0,0,0,0,0,9,1,2
201501BS70073,2,1,1,1,16,4,3,0,0,0,0,0,3,1,4
201501BS70074,1,1,1,2,56,9,3,0,0,0,0,0,3,1,2
201501BS70076,2,1,1,1,35,6,3,0,0,0,0,0,3,1,6
201501BS70077,1,1,3,1,21,5,3,9,6,0,0,2,0,1,5
201501BS70078,1,1,1,1,25,5,3,0,0,0,0,0,3,1,5
201501BS70080,1,1,3,1,78,11,3,9,5,0,0,2,0,1,9
201501BS70081,2,1,1,1,45,7,3,0,0,0,0,0,3,1,7
201501BS70082,1,1,3,2,22,5,3,4,1,0,0,2,0,1,2
201501BS70083,1,1,1,1,50,8,3,0,0,0,0,0,1,1,8
201501BS70085,2,1,1,1,40,7,3,0,0,0,0,0,1,1,3
201501BS70086,1,1,1,1,22,5,3,0,0,0,0,0,3,1,2
201501BS70087,1,1,2,2,32,6,3,0,0,2,0,0,8,1,5
201501BS70087,1,2,1,1,54,8,3,0,0,0,0,0,8,1,8
201501BS70088,2,1,1,1,22,5,2,0,0,0,0,0,3,-1,-1
201501BS70089,1,1,2,1,45,7,3,0,0,0,3,0,11,1,2
201501BS70091,1,1,3,1,54,8,3,1,1,0,0,2,0,1,2
201501BS70092,1,1,1,1,16,4,2,0,0,0,0,0,2,-1,-1
201501BS70093,1,1,3,2,33,6,3,1,1,0,0,2,0,1,5
201501BS70094,1,1,3,2,42,7,3,1,2,0,0,2,0,-1,-1
201501BS70095,1,1,1,1,41,7,3,0,0,0,0,0,9,1,3
201501BS70096,1,1,1,1,27,6,3,0,0,0,0,0,1,1,2
201501BS70097,1,1,1,2,59,9,3,0,0,0,0,0,1,1,5
201501BS70098,1,1,2,2,58,9,3,0,0,0,3,0,11,1,1
201501BS70099,1,1,1,2,30,6,3,0,0,0,0,0,1,1,2
201501BS70100,1,1,1,1,70,10,3,0,0,0,0,0,9,1,8
201501BS70101,1,1,2,2,62,9,3,0,0,2,0,0,8,1,8
201501BS70102,1,1,1,1,20,4,2,0,0,0,0,0,3,1,6
201501BS70103,1,1,2,2,32,6,3,0,0,0,2,0,11,-1,-1
201501BS70104,1,1,1,1,36,7,3,0,0,0,0,0,8,1,8
201501BS70104,1,3,2,2,29,6,3,0,0,2,0,0,8,-1,-1
201501BS70104,1,4,2,2,25,5,3,0,0,2,0,0,8,-1,-1
201501BS70104,1,5,2,2,31,6,3,0,0,2,0,0,8,-1,-1
201501BS70104,1,6,2,1,37,7,3,0,0,1,0,0,8,-1,-1
201501BS70104,2,2,1,1,-1,-1,3,0,0,0,0,0,9,-1,-1
201501BS70105,1,1,3,2,80,11,3,5,1,0,0,2,0,1,4
201501BS70106,1,1,1,1,37,7,3,0,0,0,0,0,9,1,5
201501BS70107,2,1,1,1,21,5,3,0,0,0,0,0,4,1,6
201501BS70108,2,1,1,1,54,8,3,0,0,0,0,0,8,1,10
201501BS70111,2,1,1,1,31,6,3,0,0,0,0,0,5,1,2
201501BS70112,2,1,1,1,33,6,3,0,0,0,0,0,1,1,6
201501BS70113,1,2,2,2,32,6,3,0,0,1,0,0,9,3,9
201501BS70113,2,1,1,1,60,9,3,0,0,0,0,0,9,1,1
201501BS70114,1,1,1,2,25,5,3,0,0,0,0,0,3,-1,-1
201501BS70115,2,1,1,1,41,7,3,0,0,0,0,0,4,1,4
201501BS70116,1,1,1,1,36,7,3,0,0,0,0,0,4,1,2
201501BS70117,1,1,1,1,21,5,3,0,0,0,0,0,4,1,3
201501BS70118,1,1,1,1,30,6,3,0,0,0,0,0,20,1,6
201501BS70119,2,1,1,2,22,5,3,0,0,0,0,0,1,1,9
201501BS70120,1,1,1,1,39,7,2,0,0,0,0,0,1,-1,-1
201501BS70123,2,1,1,1,22,5,3,0,0,0,0,0,3,1,4
201501BS70123,3,2,1,1,33,6,3,0,0,0,0,0,1,-1,-1
201501BS70124,2,1,1,2,37,7,2,0,0,0,0,0,1,1,5
201501BS70125,2,1,1,1,38,7,3,0,0,0,0,0,3,1,1
201501BS70126,2,1,1,1,50,8,2,0,0,0,0,0,5,1,9
201501BS70127,1,1,2,1,40,7,3,0,0,0,4,0,11,1,1
201501BS70129,2,1,1,2,17,4,3,0,0,0,0,0,1,-1,-1
201501BS70130,1,1,3,1,22,5,3,5,1,0,0,2,0,1,3
201501BS70131,3,1,1,1,70,10,3,0,0,0,0,0,8,1,8
201501BS70132,2,1,1,1,41,7,3,0,0,0,0,0,1,1,7
201501BS70134,2,1,1,1,19,4,3,0,0,0,0,0,3,1,1
201501BS70135,2,1,1,1,62,9,3,0,0,0,0,0,1,1,9
201501BS70136,2,1,1,1,26,6,3,0,0,0,0,0,2,1,4
201501BS70137,2,1,1,1,27,6,3,0,0,0,0,0,1,1,9
201501BS70138,2,1,1,1,23,5,3,0,0,0,0,0,4,3,6
201501BS70139,1,1,3,1,65,9,2,5,1,0,0,2,0,1,1
201501BS70140,1,1,3,1,62,9,2,1,3,0,0,2,0,-1,-1
201501BS70141,1,1,1,2,30,6,3,0,0,0,0,0,3,1,8
201501BS70141,1,2,2,1,34,6,3,0,0,0,0,0,3,1,9
201501BS70142,1,1,1,1,26,6,3,0,0,0,0,0,19,1,9
201501BS70142,2,2,1,1,49,8,3,0,0,0,0,0,8,2,5
201501BS70143,1,1,1,2,42,7,3,0,0,0,0,0,1,1,6
201501BS70144,1,1,3,1,48,8,2,5,1,0,0,2,0,1,2
201501BS70146,1,1,3,1,11,3,3,4,1,0,0,2,0,1,2
201501BS70148,1,1,1,2,22,5,3,0,0,0,0,0,3,1,2
201501BS70150,1,1,2,1,39,7,3,0,0,0,3,0,11,1,4
201501BS70151,1,1,3,2,69,10,2,5,1,0,0,2,0,1,6
201501BS70152,1,1,3,2,28,6,3,5,3,0,0,2,0,-1,-1
201501BS70153,1,1,1,1,29,6,3,0,0,0,0,0,5,-1,-1
201501BS70154,1,1,1,1,25,5,3,0,0,0,0,0,3,1,2
201501BS70155,2,1,1,1,35,6,3,0,0,0,0,0,1,-1,-1
201501BS70156,1,1,1,1,39,7,3,0,0,0,0,0,19,1,1
201501BS70156,2,2,1,1,52,8,3,0,0,0,0,0,19,1,6
201501BS70158,1,1,1,1,20,4,3,0,0,0,0,0,1,1,8
201501BS70160,1,1,3,1,50,8,3,9,9,0,0,2,0,1,5
201501BS70162,1,1,3,1,40,7,3,9,5,0,0,2,0,1,6
201501BS70164,1,1,1,1,24,5,3,0,0,0,0,0,5,1,2
201501BS70166,1,1,2,2,75,10,3,0,0,1,0,0,9,-1,-1
201501BS70167,1,1,1,1,49,8,3,0,0,0,0,0,4,1,3
201501BS70168,1,1,1,1,18,4,3,0,0,0,0,0,1,1,4
201501BS70169,1,1,1,1,24,5,3,0,0,0,0,0,9,1,10
201501BS70170,1,1,1,1,23,5,3,0,0,0,0,0,9,1,2
201501BS70170,2,2,1,1,54,8,3,0,0,0,0,0,9,1,3
201501BS70171,2,1,1,1,25,5,3,0,0,0,0,0,1,1,6
201501BS70172,1,1,1,1,26,6,3,0,0,0,0,0,5,1,2
201501BS70172,1,2,3,1,36,7,3,6,9,0,0,2,0,-1,-1
201501BS70174,1,1,1,1,25,5,3,0,0,0,0,0,9,1,3
